No.	Name	Description	Block ID	Block	Sub-Block	
1803	RDF020v	Radial Distribution Function - 020 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1804	RDF025v	Radial Distribution Function - 025 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1805	RDF030v	Radial Distribution Function - 030 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1806	RDF035v	Radial Distribution Function - 035 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1807	RDF040v	Radial Distribution Function - 040 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1808	RDF045v	Radial Distribution Function - 045 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1809	RDF050v	Radial Distribution Function - 050 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1810	RDF055v	Radial Distribution Function - 055 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1811	RDF060v	Radial Distribution Function - 060 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1812	RDF065v	Radial Distribution Function - 065 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1813	RDF070v	Radial Distribution Function - 070 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1814	RDF075v	Radial Distribution Function - 075 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1815	RDF080v	Radial Distribution Function - 080 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1816	RDF085v	Radial Distribution Function - 085 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1817	RDF090v	Radial Distribution Function - 090 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1818	RDF095v	Radial Distribution Function - 095 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1819	RDF100v	Radial Distribution Function - 100 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1820	RDF105v	Radial Distribution Function - 105 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1821	RDF110v	Radial Distribution Function - 110 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1822	RDF115v	Radial Distribution Function - 115 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1823	RDF120v	Radial Distribution Function - 120 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1824	RDF125v	Radial Distribution Function - 125 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1825	RDF130v	Radial Distribution Function - 130 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1826	RDF135v	Radial Distribution Function - 135 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1827	RDF140v	Radial Distribution Function - 140 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1828	RDF145v	Radial Distribution Function - 145 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1829	RDF150v	Radial Distribution Function - 150 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1830	RDF155v	Radial Distribution Function - 155 / weighted by van der Waals volume	16	RDF descriptors	Weighted by van der Waals volume	3
1831	RDF010e	Radial Distribution Function - 010 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1832	RDF015e	Radial Distribution Function - 015 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1833	RDF020e	Radial Distribution Function - 020 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1834	RDF025e	Radial Distribution Function - 025 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1835	RDF030e	Radial Distribution Function - 030 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1836	RDF035e	Radial Distribution Function - 035 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1837	RDF040e	Radial Distribution Function - 040 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1838	RDF045e	Radial Distribution Function - 045 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1839	RDF050e	Radial Distribution Function - 050 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1840	RDF055e	Radial Distribution Function - 055 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1841	RDF060e	Radial Distribution Function - 060 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1842	RDF065e	Radial Distribution Function - 065 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1843	RDF070e	Radial Distribution Function - 070 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1844	RDF075e	Radial Distribution Function - 075 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1845	RDF080e	Radial Distribution Function - 080 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1846	RDF085e	Radial Distribution Function - 085 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1847	RDF090e	Radial Distribution Function - 090 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1848	RDF095e	Radial Distribution Function - 095 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1849	RDF100e	Radial Distribution Function - 100 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1850	RDF105e	Radial Distribution Function - 105 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1851	RDF110e	Radial Distribution Function - 110 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1852	RDF115e	Radial Distribution Function - 115 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1853	RDF120e	Radial Distribution Function - 120 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1854	RDF125e	Radial Distribution Function - 125 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1855	RDF130e	Radial Distribution Function - 130 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1856	RDF135e	Radial Distribution Function - 135 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1857	RDF140e	Radial Distribution Function - 140 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1858	RDF145e	Radial Distribution Function - 145 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1859	RDF150e	Radial Distribution Function - 150 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1860	RDF155e	Radial Distribution Function - 155 / weighted by Sanderson electronegativity	16	RDF descriptors	Weighted by Sanderson electronegativity	4
1861	RDF010p	Radial Distribution Function - 010 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1862	RDF015p	Radial Distribution Function - 015 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1863	RDF020p	Radial Distribution Function - 020 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1864	RDF025p	Radial Distribution Function - 025 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1865	RDF030p	Radial Distribution Function - 030 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1866	RDF035p	Radial Distribution Function - 035 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1867	RDF040p	Radial Distribution Function - 040 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1868	RDF045p	Radial Distribution Function - 045 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1869	RDF050p	Radial Distribution Function - 050 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1870	RDF055p	Radial Distribution Function - 055 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1871	RDF060p	Radial Distribution Function - 060 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1872	RDF065p	Radial Distribution Function - 065 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1873	RDF070p	Radial Distribution Function - 070 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1874	RDF075p	Radial Distribution Function - 075 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1875	RDF080p	Radial Distribution Function - 080 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1876	RDF085p	Radial Distribution Function - 085 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1877	RDF090p	Radial Distribution Function - 090 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1878	RDF095p	Radial Distribution Function - 095 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1879	RDF100p	Radial Distribution Function - 100 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1880	RDF105p	Radial Distribution Function - 105 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1881	RDF110p	Radial Distribution Function - 110 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1882	RDF115p	Radial Distribution Function - 115 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1883	RDF120p	Radial Distribution Function - 120 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1884	RDF125p	Radial Distribution Function - 125 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1885	RDF130p	Radial Distribution Function - 130 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1886	RDF135p	Radial Distribution Function - 135 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1887	RDF140p	Radial Distribution Function - 140 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1888	RDF145p	Radial Distribution Function - 145 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1889	RDF150p	Radial Distribution Function - 150 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1890	RDF155p	Radial Distribution Function - 155 / weighted by polarizability	16	RDF descriptors	Weighted by polarizability	5
1891	RDF010i	Radial Distribution Function - 010 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1892	RDF015i	Radial Distribution Function - 015 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1893	RDF020i	Radial Distribution Function - 020 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1894	RDF025i	Radial Distribution Function - 025 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1895	RDF030i	Radial Distribution Function - 030 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1896	RDF035i	Radial Distribution Function - 035 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1897	RDF040i	Radial Distribution Function - 040 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1898	RDF045i	Radial Distribution Function - 045 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1899	RDF050i	Radial Distribution Function - 050 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1900	RDF055i	Radial Distribution Function - 055 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1901	RDF060i	Radial Distribution Function - 060 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1902	RDF065i	Radial Distribution Function - 065 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1903	RDF070i	Radial Distribution Function - 070 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1904	RDF075i	Radial Distribution Function - 075 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1905	RDF080i	Radial Distribution Function - 080 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1906	RDF085i	Radial Distribution Function - 085 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1907	RDF090i	Radial Distribution Function - 090 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1908	RDF095i	Radial Distribution Function - 095 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1909	RDF100i	Radial Distribution Function - 100 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1910	RDF105i	Radial Distribution Function - 105 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1911	RDF110i	Radial Distribution Function - 110 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1912	RDF115i	Radial Distribution Function - 115 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1913	RDF120i	Radial Distribution Function - 120 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1914	RDF125i	Radial Distribution Function - 125 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1915	RDF130i	Radial Distribution Function - 130 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1916	RDF135i	Radial Distribution Function - 135 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1917	RDF140i	Radial Distribution Function - 140 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1918	RDF145i	Radial Distribution Function - 145 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1919	RDF150i	Radial Distribution Function - 150 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1920	RDF155i	Radial Distribution Function - 155 / weighted by ionization potential	16	RDF descriptors	Weighted by ionization potential	6
1921	RDF010s	Radial Distribution Function - 010 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1922	RDF015s	Radial Distribution Function - 015 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1923	RDF020s	Radial Distribution Function - 020 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1924	RDF025s	Radial Distribution Function - 025 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1925	RDF030s	Radial Distribution Function - 030 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1926	RDF035s	Radial Distribution Function - 035 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1927	RDF040s	Radial Distribution Function - 040 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1928	RDF045s	Radial Distribution Function - 045 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1929	RDF050s	Radial Distribution Function - 050 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1930	RDF055s	Radial Distribution Function - 055 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1931	RDF060s	Radial Distribution Function - 060 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1932	RDF065s	Radial Distribution Function - 065 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1933	RDF070s	Radial Distribution Function - 070 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1934	RDF075s	Radial Distribution Function - 075 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1935	RDF080s	Radial Distribution Function - 080 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1936	RDF085s	Radial Distribution Function - 085 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1937	RDF090s	Radial Distribution Function - 090 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1938	RDF095s	Radial Distribution Function - 095 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1939	RDF100s	Radial Distribution Function - 100 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1940	RDF105s	Radial Distribution Function - 105 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1941	RDF110s	Radial Distribution Function - 110 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1942	RDF115s	Radial Distribution Function - 115 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1943	RDF120s	Radial Distribution Function - 120 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1944	RDF125s	Radial Distribution Function - 125 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1945	RDF130s	Radial Distribution Function - 130 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1946	RDF135s	Radial Distribution Function - 135 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1947	RDF140s	Radial Distribution Function - 140 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1948	RDF145s	Radial Distribution Function - 145 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1949	RDF150s	Radial Distribution Function - 150 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1950	RDF155s	Radial Distribution Function - 155 / weighted by I-state	16	RDF descriptors	Weighted by I-state	7
1951	Mor01u	signal 01 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1952	Mor02u	signal 02 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1953	Mor03u	signal 03 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1954	Mor04u	signal 04 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1955	Mor05u	signal 05 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1956	Mor06u	signal 06 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1957	Mor07u	signal 07 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1958	Mor08u	signal 08 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1959	Mor09u	signal 09 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1960	Mor10u	signal 10 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1961	Mor11u	signal 11 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1962	Mor12u	signal 12 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1963	Mor13u	signal 13 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1964	Mor14u	signal 14 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1965	Mor15u	signal 15 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1966	Mor16u	signal 16 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1967	Mor17u	signal 17 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1968	Mor18u	signal 18 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1969	Mor19u	signal 19 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1970	Mor20u	signal 20 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1971	Mor21u	signal 21 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1972	Mor22u	signal 22 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1973	Mor23u	signal 23 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1974	Mor24u	signal 24 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1975	Mor25u	signal 25 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1976	Mor26u	signal 26 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1977	Mor27u	signal 27 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1978	Mor28u	signal 28 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1979	Mor29u	signal 29 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1980	Mor30u	signal 30 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1981	Mor31u	signal 31 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1982	Mor32u	signal 32 / unweighted	17	3D-MoRSE descriptors	Unweighted	1
1983	Mor01m	signal 01 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1984	Mor02m	signal 02 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1985	Mor03m	signal 03 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1986	Mor04m	signal 04 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1987	Mor05m	signal 05 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1988	Mor06m	signal 06 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1989	Mor07m	signal 07 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1990	Mor08m	signal 08 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1991	Mor09m	signal 09 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1992	Mor10m	signal 10 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1993	Mor11m	signal 11 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1994	Mor12m	signal 12 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1995	Mor13m	signal 13 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1996	Mor14m	signal 14 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1997	Mor15m	signal 15 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1998	Mor16m	signal 16 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
1999	Mor17m	signal 17 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2000	Mor18m	signal 18 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2001	Mor19m	signal 19 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2002	Mor20m	signal 20 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2003	Mor21m	signal 21 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2004	Mor22m	signal 22 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2005	Mor23m	signal 23 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2006	Mor24m	signal 24 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2007	Mor25m	signal 25 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2008	Mor26m	signal 26 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2009	Mor27m	signal 27 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2010	Mor28m	signal 28 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2011	Mor29m	signal 29 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2012	Mor30m	signal 30 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2013	Mor31m	signal 31 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2014	Mor32m	signal 32 / weighted by mass	17	3D-MoRSE descriptors	Weighted by mass	2
2015	Mor01v	signal 01 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2016	Mor02v	signal 02 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2017	Mor03v	signal 03 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2018	Mor04v	signal 04 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2019	Mor05v	signal 05 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2020	Mor06v	signal 06 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2021	Mor07v	signal 07 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2022	Mor08v	signal 08 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2023	Mor09v	signal 09 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2024	Mor10v	signal 10 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2025	Mor11v	signal 11 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2026	Mor12v	signal 12 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2027	Mor13v	signal 13 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2028	Mor14v	signal 14 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2029	Mor15v	signal 15 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2030	Mor16v	signal 16 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2031	Mor17v	signal 17 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2032	Mor18v	signal 18 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2033	Mor19v	signal 19 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2034	Mor20v	signal 20 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2035	Mor21v	signal 21 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2036	Mor22v	signal 22 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2037	Mor23v	signal 23 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2038	Mor24v	signal 24 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2039	Mor25v	signal 25 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2040	Mor26v	signal 26 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2041	Mor27v	signal 27 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2042	Mor28v	signal 28 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2043	Mor29v	signal 29 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2044	Mor30v	signal 30 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2045	Mor31v	signal 31 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2046	Mor32v	signal 32 / weighted by van der Waals volume	17	3D-MoRSE descriptors	Weighted by van der Waals volume	3
2047	Mor01e	signal 01 / weighted by Sanderson electronegativity	17	3D-MoRSE descriptors	Weighted by Sanderson electronegativity	4
2048	Mor02e	signal 02 / weighted by Sanderson electronegativity	17	3D-MoRSE descriptors	Weighted by Sanderson electronegativity	4
2049	Mor03e	signal 03 / weighted by Sanderson electronegativity	17	3D-MoRSE descriptors	Weighted by Sanderson electronegativity	4
2050	Mor04e	signal 04 / weighted by Sanderson electronegativity	17	3D-MoRSE descriptors	Weighted by Sanderson electronegativity	4
2051	Mor05e	signal 05 / weighted by Sanderson electronegativity	17	3D-MoRSE descriptors	Weighted by Sanderson electronegativity	4
2052	Mor06e	signal 06 / weighted by Sanderson electronegativity	17	3D-MoRSE descriptors	Weighted by Sanderson electronegativity	4
2053	Mor07e	signal 07 / weighted by Sanderson electronegativity	17	3D-MoRSE descriptors	Weighted by Sanderson electronegativity	4
2054	Mor08e	signal 08 / weighted by Sanderson electronegativity	17	3D-MoRSE descriptors	Weighted by Sanderson electronegativity	4
2055	Mor09e	signal 09 / weighted by Sanderson electronegativity	17	3D-MoRSE descriptors	Weighted by Sanderson electronegativity	4
2056	Mor10e	signal 10 / weighted by Sanderson electronegativity	17	3D-MoRSE descriptors	Weighted by Sanderson electronegativity	4
2057	Mor11e	signal 11 / weighted by Sanderson electronegativity	17	3D-MoRSE descriptors	Weighted by Sanderson electronegativity	4
